TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2023-02-24,06:30,06:59,0.08,kWh,$0.01,
Electric usage,2023-02-24,07:00,07:29,8.07,kWh,$1.02,
Electric usage,2023-02-24,07:30,07:59,7.25,kWh,$0.92,
Electric usage,2023-02-24,08:00,08:29,5.99,kWh,$0.76,
Electric usage,2023-02-24,08:30,08:59,4.02,kWh,$0.51,
Electric usage,2023-02-24,09:00,09:29,6.04,kWh,$0.76,
Electric usage,2023-02-24,09:30,09:59,4.17,kWh,$0.53,
Electric usage,2023-02-24,10:00,10:29,3.63,kWh,$0.46,
Electric usage,2023-02-24,10:30,10:59,4.76,kWh,$0.60,
Electric usage,2023-02-24,11:00,11:29,4.70,kWh,$0.60,
Electric usage,2023-02-24,11:30,11:59,4.01,kWh,$0.51,
Electric usage,2023-02-24,12:00,12:29,2.90,kWh,$0.37,
Electric usage,2023-02-24,12:30,12:59,2.74,kWh,$0.35,
Electric usage,2023-02-24,13:00,13:29,5.14,kWh,$0.65,
Electric usage,2023-02-24,13:30,13:59,4.28,kWh,$0.54,
Electric usage,2023-02-24,14:00,14:29,3.13,kWh,$0.40,
Electric usage,2023-02-24,14:30,14:59,3.20,kWh,$0.41,
Electric usage,2023-02-24,15:00,15:29,3.12,kWh,$0.40,
Electric usage,2023-02-24,15:30,15:59,4.75,kWh,$0.60,
Electric usage,2023-02-24,16:00,16:29,3.87,kWh,$0.49,
Electric usage,2023-02-24,16:30,16:59,2.92,kWh,$0.37,
Electric usage,2023-02-24,17:00,17:29,3.46,kWh,$0.44,
Electric usage,2023-02-24,17:30,17:59,3.63,kWh,$0.46,
Electric usage,2023-02-24,18:00,18:29,4.14,kWh,$0.52,
Electric usage,2023-02-24,18:30,18:59,3.76,kWh,$0.48,
Electric usage,2023-02-24,19:00,19:29,3.71,kWh,$0.47,
Electric usage,2023-02-24,19:30,19:59,3.25,kWh,$0.41,
Electric usage,2023-02-24,20:00,20:29,2.74,kWh,$0.35,
Electric usage,2023-02-24,20:30,20:59,3.23,kWh,$0.41,
Electric usage,2023-02-24,21:00,21:29,0.19,kWh,$0.02,
Electric usage,2023-02-24,21:30,21:59,0.24,kWh,$0.03,
Electric usage,2023-02-24,22:00,22:29,0.45,kWh,$0.06,
Electric usage,2023-02-24,22:30,22:59,0.38,kWh,$0.05,
Electric usage,2023-02-24,23:00,23:29,0.11,kWh,$0.01,
Electric usage,2023-02-24,23:30,23:59,0.10,kWh,$0.01,
Electric usage,2023-02-25,00:00,00:29,0.07,kWh,$0.01,
Electric usage,2023-02-25,00:30,00:59,0.09,kWh,$0.01,
Electric usage,2023-02-25,01:00,01:29,0.09,kWh,$0.01,
Electric usage,2023-02-25,01:30,01:59,0.07,kWh,$0.01,
Electric usage,2023-02-25,02:00,02:29,0.16,kWh,$0.02,
Electric usage,2023-02-25,02:30,02:59,0.12,kWh,$0.01,
Electric usage,2023-02-25,03:00,03:29,0.14,kWh,$0.02,
Electric usage,2023-02-25,03:30,03:59,0.05,kWh,$0.01,
Electric usage,2023-02-25,04:00,04:29,0.12,kWh,$0.01,
Electric usage,2023-02-25,04:30,04:59,0.06,kWh,$0.01,
Electric usage,2023-02-25,05:00,05:29,0.10,kWh,$0.01,
Electric usage,2023-02-25,05:30,05:59,0.07,kWh,$0.01,
Electric usage,2023-02-25,06:00,06:29,0.09,kWh,$0.01,
Electric usage,2023-02-25,06:30,06:59,0.08,kWh,$0.01,
Electric usage,2023-02-25,07:00,07:29,4.01,kWh,$0.51,
Electric usage,2023-02-25,07:30,07:59,6.83,kWh,$0.86,
Electric usage,2023-02-25,08:00,08:29,4.37,kWh,$0.55,
Electric usage,2023-02-25,08:30,08:59,4.78,kWh,$0.60,
Electric usage,2023-02-25,09:00,09:29,5.43,kWh,$0.69,
Electric usage,2023-02-25,09:30,09:59,5.50,kWh,$0.70,
Electric usage,2023-02-25,10:00,10:29,3.72,kWh,$0.47,
Electric usage,2023-02-25,10:30,10:59,4.42,kWh,$0.56,
Electric usage,2023-02-25,11:00,11:29,3.98,kWh,$0.50,
Electric usage,2023-02-25,11:30,11:59,3.62,kWh,$0.46,
Electric usage,2023-02-25,12:00,12:29,3.66,kWh,$0.46,
Electric usage,2023-02-25,12:30,12:59,4.21,kWh,$0.53,
Electric usage,2023-02-25,13:00,13:29,3.27,kWh,$0.41,
Electric usage,2023-02-25,13:30,13:59,2.45,kWh,$0.31,
Electric usage,2023-02-25,14:00,14:29,3.21,kWh,$0.41,
Electric usage,2023-02-25,14:30,14:59,3.42,kWh,$0.43,
Electric usage,2023-02-25,15:00,15:29,2.72,kWh,$0.34,
Electric usage,2023-02-25,15:30,15:59,2.63,kWh,$0.33,
Electric usage,2023-02-25,16:00,16:29,3.10,kWh,$0.39,
Electric usage,2023-02-25,16:30,16:59,3.92,kWh,$0.50,
Electric usage,2023-02-25,17:00,17:29,2.69,kWh,$0.34,
Electric usage,2023-02-25,17:30,17:59,2.90,kWh,$0.37,
Electric usage,2023-02-25,18:00,18:29,2.79,kWh,$0.35,
Electric usage,2023-02-25,18:30,18:59,3.33,kWh,$0.42,
Electric usage,2023-02-25,19:00,19:29,2.83,kWh,$0.36,
Electric usage,2023-02-25,19:30,19:59,2.87,kWh,$0.36,
Electric usage,2023-02-25,20:00,20:29,2.69,kWh,$0.34,
Electric usage,2023-02-25,20:30,20:59,2.49,kWh,$0.32,
Electric usage,2023-02-25,21:00,21:29,0.17,kWh,$0.02,
Electric usage,2023-02-25,21:30,21:59,0.12,kWh,$0.02,
Electric usage,2023-02-25,22:00,22:29,0.07,kWh,$0.01,
Electric usage,2023-02-25,22:30,22:59,0.11,kWh,$0.01,
Electric usage,2023-02-25,23:00,23:29,0.05,kWh,$0.01,
Electric usage,2023-02-25,23:30,23:59,0.13,kWh,$0.02,
Electric usage,2023-02-26,00:00,00:29,0.05,kWh,$0.01,
Electric usage,2023-02-26,00:30,00:59,0.12,kWh,$0.01,
Electric usage,2023-02-26,01:00,01:29,0.07,kWh,$0.01,
Electric usage,2023-02-26,01:30,01:59,0.10,kWh,$0.01,
Electric usage,2023-02-26,02:00,02:29,0.08,kWh,$0.01,
Electric usage,2023-02-26,02:30,02:59,0.08,kWh,$0.01,
Electric usage,2023-02-26,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-02-26,03:30,03:59,0.06,kWh,$0.01,
Electric usage,2023-02-26,04:00,04:29,0.11,kWh,$0.01,
Electric usage,2023-02-26,04:30,04:59,0.05,kWh,$0.01,
Electric usage,2023-02-26,05:00,05:29,0.12,kWh,$0.02,
Electric usage,2023-02-26,05:30,05:59,0.06,kWh,$0.01,
Electric usage,2023-02-26,06:00,06:29,0.12,kWh,$0.01,
Electric usage,2023-02-26,06:30,06:59,0.05,kWh,$0.01,
Electric usage,2023-02-26,07:00,07:29,4.99,kWh,$0.63,
Electric usage,2023-02-26,07:30,07:59,7.47,kWh,$0.95,
Electric usage,2023-02-26,08:00,08:29,4.54,kWh,$0.58,
Electric usage,2023-02-26,08:30,08:59,4.30,kWh,$0.55,
Electric usage,2023-02-26,09:00,09:29,5.11,kWh,$0.65,
Electric usage,2023-02-26,09:30,09:59,4.08,kWh,$0.52,
Electric usage,2023-02-26,10:00,10:29,2.77,kWh,$0.35,
Electric usage,2023-02-26,10:30,10:59,2.96,kWh,$0.38,
Electric usage,2023-02-26,11:00,11:29,3.60,kWh,$0.46,
Electric usage,2023-02-26,11:30,11:59,3.97,kWh,$0.50,
Electric usage,2023-02-26,12:00,12:29,2.72,kWh,$0.34,
Electric usage,2023-02-26,12:30,12:59,2.81,kWh,$0.36,
Electric usage,2023-02-26,13:00,13:29,2.81,kWh,$0.36,
Electric usage,2023-02-26,13:30,13:59,2.65,kWh,$0.34,
Electric usage,2023-02-26,14:00,14:29,2.69,kWh,$0.34,
Electric usage,2023-02-26,14:30,14:59,2.44,kWh,$0.31,
Electric usage,2023-02-26,15:00,15:29,2.11,kWh,$0.27,
Electric usage,2023-02-26,15:30,15:59,3.27,kWh,$0.41,
Electric usage,2023-02-26,16:00,16:29,3.78,kWh,$0.48,
Electric usage,2023-02-26,16:30,16:59,2.46,kWh,$0.31,
Electric usage,2023-02-26,17:00,17:29,3.50,kWh,$0.44,
Electric usage,2023-02-26,17:30,17:59,4.02,kWh,$0.51,
Electric usage,2023-02-26,18:00,18:29,2.42,kWh,$0.31,
Electric usage,2023-02-26,18:30,18:59,2.80,kWh,$0.35,
Electric usage,2023-02-26,19:00,19:29,2.64,kWh,$0.33,
Electric usage,2023-02-26,19:30,19:59,3.62,kWh,$0.46,
Electric usage,2023-02-26,20:00,20:29,2.65,kWh,$0.34,
Electric usage,2023-02-26,20:30,20:59,2.53,kWh,$0.32,
Electric usage,2023-02-26,21:00,21:29,0.40,kWh,$0.05,
Electric usage,2023-02-26,21:30,21:59,0.09,kWh,$0.01,
Electric usage,2023-02-26,22:00,22:29,0.14,kWh,$0.02,
Electric usage,2023-02-26,22:30,22:59,0.06,kWh,$0.01,
Electric usage,2023-02-26,23:00,23:29,0.12,kWh,$0.02,
Electric usage,2023-02-26,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2023-02-27,00:00,00:29,0.10,kWh,$0.01,
Electric usage,2023-02-27,00:30,00:59,0.09,kWh,$0.01,
Electric usage,2023-02-27,01:00,01:29,0.08,kWh,$0.01,
Electric usage,2023-02-27,01:30,01:59,0.12,kWh,$0.01,
Electric usage,2023-02-27,02:00,02:29,0.06,kWh,$0.01,
Electric usage,2023-02-27,02:30,02:59,0.18,kWh,$0.02,
Electric usage,2023-02-27,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-02-27,03:30,03:59,0.14,kWh,$0.02,
Electric usage,2023-02-27,04:00,04:29,0.09,kWh,$0.01,
Electric usage,2023-02-27,04:30,04:59,0.08,kWh,$0.01,
Electric usage,2023-02-27,05:00,05:29,0.12,kWh,$0.01,
Electric usage,2023-02-27,05:30,05:59,0.06,kWh,$0.01,
Electric usage,2023-02-27,06:00,06:29,0.14,kWh,$0.02,
Electric usage,2023-02-27,06:30,06:59,0.06,kWh,$0.01,
Electric usage,2023-02-27,07:00,07:29,7.87,kWh,$1.00,
Electric usage,2023-02-27,07:30,07:59,3.81,kWh,$0.48,
Electric usage,2023-02-27,08:00,08:29,4.01,kWh,$0.51,
Electric usage,2023-02-27,08:30,08:59,4.91,kWh,$0.62,
Electric usage,2023-02-27,09:00,09:29,4.97,kWh,$0.63,
Electric usage,2023-02-27,09:30,09:59,3.62,kWh,$0.46,
Electric usage,2023-02-27,10:00,10:29,3.33,kWh,$0.42,
Electric usage,2023-02-27,10:30,10:59,3.58,kWh,$0.45,
Electric usage,2023-02-27,11:00,11:29,2.57,kWh,$0.33,
Electric usage,2023-02-27,11:30,11:59,2.36,kWh,$0.30,
Electric usage,2023-02-27,12:00,12:29,1.56,kWh,$0.20,
Electric usage,2023-02-27,12:30,12:59,2.31,kWh,$0.29,
Electric usage,2023-02-27,13:00,13:29,4.03,kWh,$0.51,
Electric usage,2023-02-27,13:30,13:59,2.66,kWh,$0.34,
Electric usage,2023-02-27,14:00,14:29,1.66,kWh,$0.21,
Electric usage,2023-02-27,14:30,14:59,1.08,kWh,$0.14,
Electric usage,2023-02-27,15:00,15:29,2.36,kWh,$0.30,
Electric usage,2023-02-27,15:30,15:59,2.98,kWh,$0.38,
Electric usage,2023-02-27,16:00,16:29,1.31,kWh,$0.17,
Electric usage,2023-02-27,16:30,16:59,1.16,kWh,$0.15,
Electric usage,2023-02-27,17:00,17:29,1.47,kWh,$0.19,
Electric usage,2023-02-27,17:30,17:59,1.75,kWh,$0.22,
Electric usage,2023-02-27,18:00,18:29,1.97,kWh,$0.25,
Electric usage,2023-02-27,18:30,18:59,2.98,kWh,$0.38,
Electric usage,2023-02-27,19:00,19:29,0.55,kWh,$0.07,
Electric usage,2023-02-27,19:30,19:59,2.37,kWh,$0.30,
Electric usage,2023-02-27,20:00,20:29,2.22,kWh,$0.28,
Electric usage,2023-02-27,20:30,20:59,0.81,kWh,$0.10,
Electric usage,2023-02-27,21:00,21:29,0.27,kWh,$0.03,
Electric usage,2023-02-27,21:30,21:59,0.13,kWh,$0.02,
Electric usage,2023-02-27,22:00,22:29,0.08,kWh,$0.01,
Electric usage,2023-02-27,22:30,22:59,0.14,kWh,$0.02,
Electric usage,2023-02-27,23:00,23:29,0.06,kWh,$0.01,
Electric usage,2023-02-27,23:30,23:59,0.12,kWh,$0.02,
Electric usage,2023-02-28,00:00,00:29,0.08,kWh,$0.01,
Electric usage,2023-02-28,00:30,00:59,0.09,kWh,$0.01,
Electric usage,2023-02-28,01:00,01:29,0.11,kWh,$0.01,
Electric usage,2023-02-28,01:30,01:59,0.06,kWh,$0.01,
Electric usage,2023-02-28,02:00,02:29,0.13,kWh,$0.02,
Electric usage,2023-02-28,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2023-02-28,03:00,03:29,0.13,kWh,$0.02,
Electric usage,2023-02-28,03:30,03:59,0.07,kWh,$0.01,
Electric usage,2023-02-28,04:00,04:29,0.11,kWh,$0.01,
Electric usage,2023-02-28,04:30,04:59,0.09,kWh,$0.01,
Electric usage,2023-02-28,05:00,05:29,0.08,kWh,$0.01,
Electric usage,2023-02-28,05:30,05:59,0.10,kWh,$0.01,
Electric usage,2023-02-28,06:00,06:29,0.06,kWh,$0.01,
Electric usage,2023-02-28,06:30,06:59,0.12,kWh,$0.02,
Electric usage,2023-02-28,07:00,07:29,6.01,kWh,$0.76,
Electric usage,2023-02-28,07:30,07:59,3.78,kWh,$0.48,
Electric usage,2023-02-28,08:00,08:29,3.33,kWh,$0.42,
Electric usage,2023-02-28,08:30,08:59,3.15,kWh,$0.40,
Electric usage,2023-02-28,09:00,09:29,2.89,kWh,$0.37,
Electric usage,2023-02-28,09:30,09:59,3.84,kWh,$0.49,
Electric usage,2023-02-28,10:00,10:29,1.54,kWh,$0.20,
Electric usage,2023-02-28,10:30,10:59,1.79,kWh,$0.23,
Electric usage,2023-02-28,11:00,11:29,2.40,kWh,$0.30,
Electric usage,2023-02-28,11:30,11:59,3.25,kWh,$0.41,
Electric usage,2023-02-28,12:00,12:29,1.98,kWh,$0.25,
Electric usage,2023-02-28,12:30,12:59,2.33,kWh,$0.30,
Electric usage,2023-02-28,13:00,13:29,0.88,kWh,$0.11,
Electric usage,2023-02-28,13:30,13:59,1.78,kWh,$0.23,
Electric usage,2023-02-28,14:00,14:29,2.32,kWh,$0.29,
Electric usage,2023-02-28,14:30,14:59,2.48,kWh,$0.31,
Electric usage,2023-02-28,15:00,15:29,2.67,kWh,$0.34,
Electric usage,2023-02-28,15:30,15:59,2.27,kWh,$0.29,
Electric usage,2023-02-28,16:00,16:29,1.24,kWh,$0.16,
Electric usage,2023-02-28,16:30,16:59,2.05,kWh,$0.26,
Electric usage,2023-02-28,17:00,17:29,2.15,kWh,$0.27,
Electric usage,2023-02-28,17:30,17:59,1.12,kWh,$0.14,
Electric usage,2023-02-28,18:00,18:29,2.66,kWh,$0.34,
Electric usage,2023-02-28,18:30,18:59,2.94,kWh,$0.37,
Electric usage,2023-02-28,19:00,19:29,2.90,kWh,$0.37,
Electric usage,2023-02-28,19:30,19:59,0.75,kWh,$0.09,
Electric usage,2023-02-28,20:00,20:29,2.57,kWh,$0.33,
Electric usage,2023-02-28,20:30,20:59,1.83,kWh,$0.23,
Electric usage,2023-02-28,21:00,21:29,0.62,kWh,$0.08,
Electric usage,2023-02-28,21:30,21:59,0.34,kWh,$0.04,
Electric usage,2023-02-28,22:00,22:29,0.14,kWh,$0.02,
Electric usage,2023-02-28,22:30,22:59,0.06,kWh,$0.01,
Electric usage,2023-02-28,23:00,23:29,0.12,kWh,$0.02,
Electric usage,2023-02-28,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2023-03-01,00:00,00:29,0.10,kWh,$0.01,
Electric usage,2023-03-01,00:30,00:59,0.10,kWh,$0.01,
Electric usage,2023-03-01,01:00,01:29,0.07,kWh,$0.01,
Electric usage,2023-03-01,01:30,01:59,0.12,kWh,$0.02,
Electric usage,2023-03-01,02:00,02:29,0.06,kWh,$0.01,
Electric usage,2023-03-01,02:30,02:59,0.17,kWh,$0.02,
Electric usage,2023-03-01,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-03-01,03:30,03:59,0.15,kWh,$0.02,
Electric usage,2023-03-01,04:00,04:29,0.10,kWh,$0.01,
Electric usage,2023-03-01,04:30,04:59,0.07,kWh,$0.01,
Electric usage,2023-03-01,05:00,05:29,0.13,kWh,$0.02,
Electric usage,2023-03-01,05:30,05:59,0.05,kWh,$0.01,
Electric usage,2023-03-01,06:00,06:29,0.12,kWh,$0.02,
Electric usage,2023-03-01,06:30,06:59,0.07,kWh,$0.01,
Electric usage,2023-03-01,07:00,07:29,5.29,kWh,$0.67,
Electric usage,2023-03-01,07:30,07:59,3.74,kWh,$0.47,
Electric usage,2023-03-01,08:00,08:29,4.91,kWh,$0.62,
Electric usage,2023-03-01,08:30,08:59,3.14,kWh,$0.40,
Electric usage,2023-03-01,09:00,09:29,2.64,kWh,$0.33,
Electric usage,2023-03-01,09:30,09:59,3.17,kWh,$0.40,
Electric usage,2023-03-01,10:00,10:29,2.35,kWh,$0.30,
Electric usage,2023-03-01,10:30,10:59,2.28,kWh,$0.29,
Electric usage,2023-03-01,11:00,11:29,0.29,kWh,$0.04,
Electric usage,2023-03-01,11:30,11:59,2.48,kWh,$0.31,
Electric usage,2023-03-01,12:00,12:29,2.45,kWh,$0.31,
Electric usage,2023-03-01,12:30,12:59,2.27,kWh,$0.29,
Electric usage,2023-03-01,13:00,13:29,1.28,kWh,$0.16,
Electric usage,2023-03-01,13:30,13:59,1.16,kWh,$0.15,
Electric usage,2023-03-01,14:00,14:29,2.93,kWh,$0.37,
Electric usage,2023-03-01,14:30,14:59,0.70,kWh,$0.09,
Electric usage,2023-03-01,15:00,15:29,2.48,kWh,$0.31,
Electric usage,2023-03-01,15:30,15:59,0.73,kWh,$0.09,
Electric usage,2023-03-01,16:00,16:29,2.00,kWh,$0.25,
Electric usage,2023-03-01,16:30,16:59,1.82,kWh,$0.23,
Electric usage,2023-03-01,17:00,17:29,0.65,kWh,$0.08,
Electric usage,2023-03-01,17:30,17:59,2.51,kWh,$0.32,
Electric usage,2023-03-01,18:00,18:29,3.10,kWh,$0.39,
Electric usage,2023-03-01,18:30,18:59,1.16,kWh,$0.15,
Electric usage,2023-03-01,19:00,19:29,1.29,kWh,$0.16,
Electric usage,2023-03-01,19:30,19:59,1.38,kWh,$0.17,
Electric usage,2023-03-01,20:00,20:29,0.48,kWh,$0.06,
Electric usage,2023-03-01,20:30,20:59,1.87,kWh,$0.24,
Electric usage,2023-03-01,21:00,21:29,0.28,kWh,$0.03,
Electric usage,2023-03-01,21:30,21:59,0.20,kWh,$0.03,
Electric usage,2023-03-01,22:00,22:29,0.18,kWh,$0.02,
Electric usage,2023-03-01,22:30,22:59,0.48,kWh,$0.06,
Electric usage,2023-03-01,23:00,23:29,0.32,kWh,$0.04,
Electric usage,2023-03-01,23:30,23:59,0.20,kWh,$0.02,
Electric usage,2023-03-02,00:00,00:29,0.10,kWh,$0.01,
Electric usage,2023-03-02,00:30,00:59,0.08,kWh,$0.01,
Electric usage,2023-03-02,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2023-03-02,01:30,01:59,0.06,kWh,$0.01,
Electric usage,2023-03-02,02:00,02:29,0.13,kWh,$0.02,
Electric usage,2023-03-02,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-03-02,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2023-03-02,03:30,03:59,0.10,kWh,$0.01,
Electric usage,2023-03-02,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2023-03-02,04:30,04:59,0.12,kWh,$0.02,
Electric usage,2023-03-02,05:00,05:29,0.06,kWh,$0.01,
Electric usage,2023-03-02,05:30,05:59,0.13,kWh,$0.02,
Electric usage,2023-03-02,06:00,06:29,0.06,kWh,$0.01,
Electric usage,2023-03-02,06:30,06:59,0.11,kWh,$0.01,
Electric usage,2023-03-02,07:00,07:29,4.58,kWh,$0.58,
Electric usage,2023-03-02,07:30,07:59,4.41,kWh,$0.56,
Electric usage,2023-03-02,08:00,08:29,3.13,kWh,$0.40,
Electric usage,2023-03-02,08:30,08:59,2.44,kWh,$0.31,
Electric usage,2023-03-02,09:00,09:29,2.50,kWh,$0.32,
Electric usage,2023-03-02,09:30,09:59,2.60,kWh,$0.33,
Electric usage,2023-03-02,10:00,10:29,2.67,kWh,$0.34,
Electric usage,2023-03-02,10:30,10:59,2.39,kWh,$0.30,
Electric usage,2023-03-02,11:00,11:29,2.45,kWh,$0.31,
Electric usage,2023-03-02,11:30,11:59,1.60,kWh,$0.20,
Electric usage,2023-03-02,12:00,12:29,1.75,kWh,$0.22,
Electric usage,2023-03-02,12:30,12:59,2.79,kWh,$0.35,
Electric usage,2023-03-02,13:00,13:29,1.20,kWh,$0.15,
Electric usage,2023-03-02,13:30,13:59,1.18,kWh,$0.15,
Electric usage,2023-03-02,14:00,14:29,2.69,kWh,$0.34,
Electric usage,2023-03-02,14:30,14:59,1.35,kWh,$0.17,
Electric usage,2023-03-02,15:00,15:29,1.28,kWh,$0.16,
Electric usage,2023-03-02,15:30,15:59,3.12,kWh,$0.39,
Electric usage,2023-03-02,16:00,16:29,1.12,kWh,$0.14,
Electric usage,2023-03-02,16:30,16:59,2.78,kWh,$0.35,
Electric usage,2023-03-02,17:00,17:29,1.24,kWh,$0.16,
Electric usage,2023-03-02,17:30,17:59,1.43,kWh,$0.18,
Electric usage,2023-03-02,18:00,18:29,2.73,kWh,$0.35,
Electric usage,2023-03-02,18:30,18:59,0.76,kWh,$0.10,
Electric usage,2023-03-02,19:00,19:29,2.87,kWh,$0.36,
Electric usage,2023-03-02,19:30,19:59,0.69,kWh,$0.09,
Electric usage,2023-03-02,20:00,20:29,2.86,kWh,$0.36,
Electric usage,2023-03-02,20:30,20:59,2.08,kWh,$0.26,
Electric usage,2023-03-02,21:00,21:29,0.15,kWh,$0.02,
Electric usage,2023-03-02,21:30,21:59,0.22,kWh,$0.03,
Electric usage,2023-03-02,22:00,22:29,0.18,kWh,$0.02,
Electric usage,2023-03-02,22:30,22:59,0.11,kWh,$0.01,
Electric usage,2023-03-02,23:00,23:29,0.11,kWh,$0.01,
Electric usage,2023-03-02,23:30,23:59,0.06,kWh,$0.01,
Electric usage,2023-03-03,00:00,00:29,0.14,kWh,$0.02,
Electric usage,2023-03-03,00:30,00:59,0.06,kWh,$0.01,
Electric usage,2023-03-03,01:00,01:29,0.17,kWh,$0.02,
Electric usage,2023-03-03,01:30,01:59,0.09,kWh,$0.01,
Electric usage,2023-03-03,02:00,02:29,0.15,kWh,$0.02,
Electric usage,2023-03-03,02:30,02:59,0.10,kWh,$0.01,
Electric usage,2023-03-03,03:00,03:29,0.07,kWh,$0.01,
Electric usage,2023-03-03,03:30,03:59,0.14,kWh,$0.02,
Electric usage,2023-03-03,04:00,04:29,0.06,kWh,$0.01,
Electric usage,2023-03-03,04:30,04:59,0.12,kWh,$0.02,
Electric usage,2023-03-03,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2023-03-03,05:30,05:59,0.10,kWh,$0.01,
Electric usage,2023-03-03,06:00,06:29,0.10,kWh,$0.01,
Electric usage,2023-03-03,06:30,06:59,0.11,kWh,$0.01,
Electric usage,2023-03-03,07:00,07:29,7.24,kWh,$0.92,
Electric usage,2023-03-03,07:30,07:59,3.88,kWh,$0.49,
Electric usage,2023-03-03,08:00,08:29,3.79,kWh,$0.48,
Electric usage,2023-03-03,08:30,08:59,4.50,kWh,$0.57,
Electric usage,2023-03-03,09:00,09:29,3.86,kWh,$0.49,
Electric usage,2023-03-03,09:30,09:59,2.28,kWh,$0.29,
Electric usage,2023-03-03,10:00,10:29,3.87,kWh,$0.49,
Electric usage,2023-03-03,10:30,10:59,2.72,kWh,$0.34,
Electric usage,2023-03-03,11:00,11:29,2.95,kWh,$0.37,
Electric usage,2023-03-03,11:30,11:59,2.88,kWh,$0.37,
Electric usage,2023-03-03,12:00,12:29,2.98,kWh,$0.38,
Electric usage,2023-03-03,12:30,12:59,2.94,kWh,$0.37,
Electric usage,2023-03-03,13:00,13:29,2.42,kWh,$0.31,
Electric usage,2023-03-03,13:30,13:59,3.71,kWh,$0.47,
Electric usage,2023-03-03,14:00,14:29,3.02,kWh,$0.38,
Electric usage,2023-03-03,14:30,14:59,2.36,kWh,$0.30,
Electric usage,2023-03-03,15:00,15:29,2.91,kWh,$0.37,
Electric usage,2023-03-03,15:30,15:59,2.80,kWh,$0.36,
Electric usage,2023-03-03,16:00,16:29,2.32,kWh,$0.29,
Electric usage,2023-03-03,16:30,16:59,2.30,kWh,$0.29,
Electric usage,2023-03-03,17:00,17:29,2.35,kWh,$0.30,
Electric usage,2023-03-03,17:30,17:59,2.09,kWh,$0.27,
Electric usage,2023-03-03,18:00,18:29,2.16,kWh,$0.27,
Electric usage,2023-03-03,18:30,18:59,2.38,kWh,$0.30,
Electric usage,2023-03-03,19:00,19:29,3.10,kWh,$0.39,
Electric usage,2023-03-03,19:30,19:59,2.33,kWh,$0.30,
Electric usage,2023-03-03,20:00,20:29,2.29,kWh,$0.29,
Electric usage,2023-03-03,20:30,20:59,2.39,kWh,$0.30,
Electric usage,2023-03-03,21:00,21:29,0.19,kWh,$0.02,
Electric usage,2023-03-03,21:30,21:59,0.21,kWh,$0.03,
Electric usage,2023-03-03,22:00,22:29,0.10,kWh,$0.01,
Electric usage,2023-03-03,22:30,22:59,0.12,kWh,$0.02,
Electric usage,2023-03-03,23:00,23:29,0.09,kWh,$0.01,
Electric usage,2023-03-03,23:30,23:59,0.08,kWh,$0.01,
Electric usage,2023-03-04,00:00,00:29,0.12,kWh,$0.01,
Electric usage,2023-03-04,00:30,00:59,0.05,kWh,$0.01,
Electric usage,2023-03-04,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2023-03-04,01:30,01:59,0.05,kWh,$0.01,
Electric usage,2023-03-04,02:00,02:29,0.11,kWh,$0.01,
Electric usage,2023-03-04,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2023-03-04,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2023-03-04,03:30,03:59,0.10,kWh,$0.01,
Electric usage,2023-03-04,04:00,04:29,0.06,kWh,$0.01,
Electric usage,2023-03-04,04:30,04:59,0.12,kWh,$0.01,
Electric usage,2023-03-04,05:00,05:29,0.05,kWh,$0.01,
Electric usage,2023-03-04,05:30,05:59,0.12,kWh,$0.02,
Electric usage,2023-03-04,06:00,06:29,0.05,kWh,$0.01,
Electric usage,2023-03-04,06:30,06:59,0.22,kWh,$0.03,
Electric usage,2023-03-04,07:00,07:29,2.55,kWh,$0.32,
Electric usage,2023-03-04,07:30,07:59,6.18,kWh,$0.78,
Electric usage,2023-03-04,08:00,08:29,4.53,kWh,$0.57,
Electric usage,2023-03-04,08:30,08:59,2.92,kWh,$0.37,
Electric usage,2023-03-04,09:00,09:29,3.85,kWh,$0.49,
Electric usage,2023-03-04,09:30,09:59,4.25,kWh,$0.54,
Electric usage,2023-03-04,10:00,10:29,2.64,kWh,$0.33,
Electric usage,2023-03-04,10:30,10:59,2.50,kWh,$0.32,
Electric usage,2023-03-04,11:00,11:29,2.31,kWh,$0.29,
Electric usage,2023-03-04,11:30,11:59,2.30,kWh,$0.29,
Electric usage,2023-03-04,12:00,12:29,1.86,kWh,$0.24,
Electric usage,2023-03-04,12:30,12:59,2.47,kWh,$0.31,
Electric usage,2023-03-04,13:00,13:29,2.19,kWh,$0.28,
